id_question,thème,question,choix,réponse_initiale,réponse_validée,statut,référence_document,référence_section_page,explication_courte,remarque_pédagogique
BANK-023,Au Procedure,Quel est l’ordre de priorité des catégories de messages acheminés par le service mobile aéronautique ?,Message de détresse - Message d’urgence-Message de contrôle de la circulation aérienne- | Message d’urgence-Message d’information de vol-Message de détresse-Message de contrôle de la | Message de contrôle de la circulation aérienne- Message de détresse-Message d’information de,,,Référence manquante,Doc444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-024,Au Procedure,Dans quelle tranche de niveau est utilisé le RVSM ?,Entre FL 290 et FL 410. | Entre FL 280 e 410. | Entre FL 290 et 410 inclus. | De prévisions à court terme. | D’observations météorologiques régulières. | D’observations spéciales.,,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",Section ENR à préciser,"L’AIP Maroc est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-025,Au Procedure,"Quand est-ce qu’un vol, empruntant la A600 est considéré en dehors de la voie ? - 10 NM de l’axe de la voie",,,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",ENR 3.1/3.2 ou ENR 5.1 selon route/zone,"L’AIP ENR correspondant est disponible, mais les routes/zones doivent être vérifiées manuellement ligne par ligne.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-026,Au Procedure,Quelle est la séparation horizontale entre un aéronef qui largue du carburant et les autres aéronefs ?,10 NM derrière l’aéronef qui largue le carburant | 50 NM derrière l’aéronef qui largue le carburant | 50 NM devant l’aéronef qui largue le carburant,,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",Section ENR à préciser,"L’AIP Maroc est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-027,Au Procedure,Quel est le premier niveau RVSM utilisable au dessus d’une zone réglementée qui s’étend jusqu’au FL 285 dans le cas de la semi circulaire inverse pour un aéronef homologué RVSM empruntant une route magnétique 230° ? - FL290,,,,Référence manquante,Manuel RVSM,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-028,Au Procedure,"Dénommer les niveaux de vol RVSM de croisière selon le sens de vol c'est-à-dire route de 180° à 359° entre F 280 et F430 ? - F300, F320, F340, F360, F380 et F400.",,,,Référence manquante,Manuel RVSM,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-029,Au Procedure,"Dans quelle case du plan de vol, le système IFPS communique les informations à l’ATC concernant le statut d’homologation des aéronefs ? - Case 10",,,,Référence manquante,Manuel RVSM,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-030,Au Procedure,Qu’elle est la mention que les exploitants d’aéronefs doivent inscrire dans la case 18 du plan de vol pour un aéronef d’Etat non homologué RVSM lorsque le niveau de vol demandé RFL est de F290 et au –dessus ? - STS / NON RVSM,,,,Référence manquante,Manuel RVSM,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-031,Au Procedure,Qu’est ce qu’un AIC ? - Avis contenant des informations qui ne satisfont pas aux conditions d’émission d’un NOTAM ou d’insertion dans une publication aéronautique.,,,,Référence manquante,Instructions relatives aux règles de l’air; Instructions relatives aux règles de l’air,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-032,Au Procedure,Que signifie l’expression AcKnowledge ? - Répétez moi tout ce message ou la partie spécifié,07 Jours | 03 Jours | 10 Jours | du service d'information de vol et du service d'alerte. | du service d'alerte uniquement. | du service d'information de trafic et du service d'alerte.,étez moi tout ce message ou la partie spécifié - Faites-moi savoir si vous avez reçu et compris ce message - Confirmez-moi que vous avez bien reçu,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",Section ENR à préciser,"L’AIP Maroc est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-033,Au Procedure,Dans quelle catégorie d'espace est classée la région d'information de vol ? - □ Espace aérien de classe F,Espace aérien de classe F | Espace aérien de classe G | Espace aérien de classe F et G | FL460/sol LUN/VEN SR/SS | FL195/sol LUN/VEN SR/SS | FL460/195 LUN VEN 07h à 23h59,b,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",Section ENR à préciser,"L’AIP Maroc est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-034,Au Procedure,"Dans quelle catégorie d'espace, un aéronef peut-il recevoir une autorisation VMC ? - □ E et A",E et A | D et A | D et E | Espace aérien de classe F | Espace aérien de classe G | Espace aérien de classe D,c,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",Section ENR à préciser,"L’AIP Maroc est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-035,Au Procedure,"Quand est-ce qu’un vol, empruntant la A600 est considéré en dehors de la voie ? - □ 10 NM de l’axe de la voie",10 NM de l’axe de la voie | 12 NM de l’axe de la voie | 15 NM de l’axe de la voie,c,,Doublon à fusionner,AIP MAROC,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Doublon probable de BANK-025. À fusionner ou conserver selon qualification ciblée.
BANK-036,Au Procedure,Quand est-ce qu'un aéronef en vol VFR se conformera aux dispositions du contrôle de la circulation aérienne ? - □ Lorsque le plafond est inférieur à 450m ou lorsque la visibilité au sol est inférieure à 5km.,"Lorsque le plafond est inférieur à 450m ou lorsque la visibilité au sol est inférieure à 5km. | Lorsque l'aéronef vole dans un espace aérien de classe B, C ou D ou s'il fait partie de la circulation | Lorsqu'il vole au dessus des zones à forte densité, des villes ou autres agglomérations. | conçu pour rendre le service du contrôle aux aéronefs contrôlés. | conçu pour rendre le service du contrôle à tous les aéronefs. | dont l'entrée est interdite aux vols VFR.",b,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",Section ENR à préciser,"L’AIP Maroc est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-037,Au Procedure,À quelle classe d’espace aérien appartient la voie A411 au dessous du FL195 ? - □ classe A,classe A | classe D | classe E | Limites 450 m/SFC . classe D | limites FL125/SFC. classe D | limites FL125/450m/SFC. classe D,c,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",ENR 3.1/3.2 ou ENR 5.1 selon route/zone,"L’AIP ENR correspondant est disponible, mais les routes/zones doivent être vérifiées manuellement ligne par ligne.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-038,Au Procedure,"Qu’est ce qu’un aéronef d’Etat ? - □ Pour les besoins du RVSM, seuls les aéronefs utilisés par les services des forces armées, des douanes ou de la police sont considérés comme aéronefs d’Etat","Pour les besoins du RVSM, seuls les aéronefs utilisés par les services des forces armées, des | Pour les besoins du RVSM, seuls les aéronefs utilisés pour le transport des chefs d’Etat, par les | pour les besoins du RVSM, seuls les aéronefs utilisés par les services des douanes ou de la police | FL 290 et FL 410 inclus | F 280 et F 410 | F290 inclus et F 410",a,,Référence manquante,Manuel RVSM; Manuel RVSM,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-039,Au Procedure,Quel est le premier niveau RVSM utilisable au dessus d’une zone réglementée qui s’étend jusqu’au FL 285 dans le cas de la semi circulaire inverse pour un aéronef homologué RVSM empruntant une route magnétique 230° ? - □ FL290,FL290 | FL300 | FL310,c,,Doublon à fusionner,Manuel RVSM,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Doublon probable de BANK-027. À fusionner ou conserver selon qualification ciblée.
BANK-040,Au Procedure,"Dénommer les niveaux de vol RVSM de croisière selon le sens de vol c'est-à-dire route de 180° à 359° entre F 280 et F430 ? - □ F300, F320, F340, F360, F380 et F400.","F300, F320, F340, F360, F380 et F400. | F280, F320, F340, F360, F380, F400 et F430 | F290, F310, F330, F350, F370, F390 et F410. | Un minimum de séparation verticale de 600 m (2000ft) par rapport à tous les autres vols IFR | Un minimum de séparation verticale de 300 m (1000ft) par rapport à tous les autres vols IFR | Un minimum de séparation verticale de 600 m (2000ft) par rapport aux autres aéronefs d’Etat non",a,,Doublon à fusionner,Manuel RVSM; Manuel RVSM,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Doublon probable de BANK-028. À fusionner ou conserver selon qualification ciblée.
BANK-041,Au Procedure,"Dans quelle case du plan de vol, le système IFPS communique les informations à l’ATC concernant le statut d’homologation des aéronefs ? - □ Case 10",Case 10 | Case 18 | Case 8,a,,Doublon à fusionner,Manuel RVSM,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Doublon probable de BANK-029. À fusionner ou conserver selon qualification ciblée.
